lot;wafer;response;class
lot81;23;0.387;good
lot81;24;0.387;good
lot81;25;0.3906;good
lot84;1;0.3816;good
lot84;2;0.4086;good
lot84;3;0.387;good
lot84;4;0.405;good
lot84;5;0.396;good
lot84;6;0.4266;good
lot84;7;0.387;good
lot84;8;0.4266;good
lot84;9;0.3906;good
lot84;10;0.4086;good
lot84;11;0.387;good
lot84;12;0.4176;good
lot84;13;0.3816;good
lot84;14;0.414;good
lot84;15;0.387;good
lot84;16;0.405;good
lot84;17;0.3906;good
lot84;18;0.414;good
lot84;19;0.387;good
lot84;20;0.414;good
lot84;21;0.3906;good
lot84;22;0.405;good
lot84;23;0.3852;good
lot84;24;0.414;good
lot84;25;0.3816;good
lot86;1;0.4266;good
lot86;2;0.405;good
lot86;3;0.441;good
lot86;4;0.3996;good
lot86;5;0.4302;good
lot86;6;0.414;good
lot86;7;0.4302;good
lot86;8;0.396;good
lot86;9;0.4302;good
lot86;10;0.396;good
lot86;11;0.423;good
lot86;12;0.4086;good
lot86;13;0.4356;good
lot86;14;0.405;good
lot86;15;0.45;good
lot86;16;0.4086;good
lot86;17;0.4320000000000001;good
lot86;18;0.4086;good
lot86;19;0.4356;good
lot86;20;0.3996;good
lot86;21;0.45;good
lot86;22;0.4176;good
lot86;23;0.4320000000000001;good
lot86;24;0.4320000000000001;good
lot86;25;0.4536;good
lot103;1;0.3816;good
lot103;2;0.396;good
lot103;3;2.0286;bad
lot103;4;1.9709999999999999;bad
lot103;5;1.9908;bad
lot103;6;1.9782;bad
lot103;7;2.0142;bad
lot103;8;1.9422;bad
lot103;9;1.9728;bad
lot103;10;1.008;bad
lot103;11;2.0088;bad
lot103;12;1.926;bad
lot103;13;1.9980000000000002;bad
lot103;14;0.414;good
lot103;15;1.989;bad
lot103;16;1.0206;bad
lot103;17;1.9566;bad
lot103;18;1.0188;bad
lot103;19;1.0242;bad
lot103;20;0.4554;good
lot103;21;1.9746;bad
lot103;22;0.4104;good
lot103;23;1.9656;bad
lot103;24;0.414;good
lot103;25;1.0422;bad
